,url,status_code,history,timestamp,error_msg
mi-inkster.civicplus.com,http://mi-inkster.civicplus.com/,200,[],2020-07-02T23:21:23.311909,
mi-ionia.civicplus.com,http://mi-ionia.civicplus.com/,200,[],2020-07-02T23:21:23.480960,
mi-ionia2.civicplus.com,http://mi-ionia2.civicplus.com/,200,[],2020-07-02T23:21:23.615822,
mi-ironmountain.civicplus.com,http://mi-ironmountain.civicplus.com/,200,[],2020-07-02T23:21:24.304486,
mi-ironmountain2.civicplus.com,http://mi-ironmountain2.civicplus.com/,200,[],2020-07-02T23:21:24.952413,
mi-jackson.civicplus.com,http://mi-jackson.civicplus.com/,200,[],2020-07-02T23:21:25.780604,
mi-jacksoncounty.civicplus.com,https://www.mijackson.org/,200,[<Response [302]>],2020-07-02T23:21:26.719932,
mi-lansing.civicplus.com,https://www.lansingmi.gov/,200,[<Response [302]>],2020-07-02T23:21:27.566174,
mi-lansingneighborhoods.civicplus.com,https://neighborhoods.lansingmi.gov/,200,[<Response [302]>],2020-07-02T23:21:28.158980,
mi-lathrupvillage.civicplus.com,http://mi-lathrupvillage.civicplus.com/,404,[],2020-07-02T23:21:28.292552,
mi-lenaweecounty.civicplus.com,http://mi-lenaweecounty.civicplus.com/,200,[],2020-07-02T23:21:28.830888,
mi-lenox.civicplus.com,http://mi-lenox.civicplus.com/,200,[],2020-07-02T23:21:29.268272,
mi-ludington.civicplus.com,https://www.ludington.mi.us/,200,[<Response [302]>],2020-07-02T23:21:30.154204,
mi-macomb.civicplus.com,https://www.macomb-mi.gov/,200,[<Response [302]>],2020-07-02T23:21:30.859163,
mi-madisonheights.civicplus.com,https://www.madison-heights.org/,200,[<Response [302]>],2020-07-02T23:21:31.548151,
mi-manistee.civicplus.com,http://mi-manistee.civicplus.com/,200,[],2020-07-02T23:21:32.194131,
mi-manistee2.civicplus.com,http://mi-manistee2.civicplus.com/,200,[],2020-07-02T23:21:32.854476,
mi-marlette.civicplus.com,http://mi-marlette.civicplus.com/,200,[],2020-07-02T23:21:33.459164,
mi-midland.civicplus.com,https://cityofmidlandmi.gov/,200,[<Response [302]>],2020-07-02T23:21:34.695583,
mi-midland2.civicplus.com,https://cityofmidlandmi.gov/,200,[<Response [302]>],2020-07-02T23:21:35.896871,
mi-monroe.civicplus.com,http://mi-monroe.civicplus.com/,200,[],2020-07-02T23:21:36.035292,
mi-muskegoncounty.civicplus.com,https://www.co.muskegon.mi.us/,200,[<Response [302]>],2020-07-02T23:21:36.904406,
mi-newbaltimore.civicplus.com,https://www.cityofnewbaltimore.org/,200,[<Response [302]>],2020-07-02T23:21:37.474282,
mi-norway.civicplus.com,http://mi-norway.civicplus.com/,200,[],2020-07-02T23:21:37.619249,
mi-oaklandcountyrc.civicplus.com,http://mi-oaklandcountyrc.civicplus.com/,200,[],2020-07-02T23:21:38.119474,
mi-oceolatownship.civicplus.com,http://mi-oceolatownship.civicplus.com/,200,[],2020-07-02T23:21:38.617527,
mi-pittsfieldtownship.civicplus.com,https://www.pittsfield-mi.gov/,200,[<Response [302]>],2020-07-02T23:21:39.795781,
mi-plymouth.civicplus.com,http://mi-plymouth.civicplus.com/,200,[],2020-07-02T23:21:41.022270,
mi-plymouth2.civicplus.com,http://mi-plymouth2.civicplus.com/,200,[],2020-07-02T23:21:42.257235,
mi-plymouthdowntown.civicplus.com,http://mi-plymouthdowntown.civicplus.com/,200,[],2020-07-02T23:21:42.711369,
mi-plymouthdowntown2.civicplus.com,http://mi-plymouthdowntown2.civicplus.com/,200,[],2020-07-02T23:21:43.191911,
mi-plymouthdowntown3.civicplus.com,http://mi-plymouthdowntown3.civicplus.com/,200,[],2020-07-02T23:21:43.753055,
mi-portage.civicplus.com,https://www.portagemi.gov/,200,[<Response [302]>],2020-07-02T23:21:44.720163,
mi-portland.civicplus.com,https://www.portland-michigan.org/,200,[<Response [302]>],2020-07-02T23:21:45.405211,
mi-quincy.civicplus.com,http://mi-quincy.civicplus.com/,200,[],2020-07-02T23:21:46.342170,
mi-richmond.civicplus.com,https://www.cityofrichmond.net/,200,[<Response [302]>],2020-07-02T23:21:49.177273,
mi-rochester2.civicplus.com,http://mi-rochester2.civicplus.com/,200,[],2020-07-02T23:21:49.703989,
mi-rochesterhills.civicplus.com,http://mi-rochesterhills.civicplus.com/,200,[],2020-07-02T23:21:50.100789,
mi-roscommoncounty.civicplus.com,http://mi-roscommoncounty.civicplus.com/,200,[],2020-07-02T23:21:50.804082,
mi-royaloak.civicplus.com,https://www.romi.gov/,200,[<Response [302]>],2020-07-02T23:21:51.754401,
mi-stclairshores.civicplus.com,https://www.scsmi.net/,200,[<Response [302]>],2020-07-02T23:21:52.672686,
mi-stclairshores2.civicplus.com,https://www.scsmi.net/,200,[<Response [302]>],2020-07-02T23:21:53.590239,
mi-sterlingheights.civicplus.com,https://www.sterling-heights.net/,200,[<Response [302]>],2020-07-02T23:21:54.870222,
mi-sterlingheights2.civicplus.com,https://www.sterling-heights.net/,200,[<Response [302]>],2020-07-02T23:21:55.766537,
mi-stevensville.civicplus.com,http://mi-stevensville.civicplus.com/,200,[],2020-07-02T23:21:55.916027,
mi-taylor.civicplus.com,http://mi-taylor.civicplus.com/,200,[],2020-07-02T23:21:56.775184,
mi-tuscaroratownship.civicplus.com,http://mi-tuscaroratownship.civicplus.com/,200,[],2020-07-02T23:21:57.236099,
mi-union.civicplus.com,http://mi-union.civicplus.com/,200,[],2020-07-02T23:21:57.852120,
mi-vassar.civicplus.com,http://mi-vassar.civicplus.com/,200,[],2020-07-02T23:21:58.417012,
mi-villageofclarkston.civicplus.com,http://mi-villageofclarkston.civicplus.com/,200,[],2020-07-02T23:21:58.849433,
mi-washtenawcounty.civicplus.com,https://mi-washtenawcounty.civicplus.com/,200,[<Response [301]>],2020-07-02T23:22:00.026617,
mi-waterford.civicplus.com,https://www.waterfordmi.gov/,200,[<Response [302]>],2020-07-02T23:22:00.896119,
mi-watervliet.civicplus.com,http://mi-watervliet.civicplus.com/,200,[],2020-07-02T23:22:01.413602,
mi-yale.civicplus.com,http://mi-yale.civicplus.com/,200,[],2020-07-02T23:22:02.071832,
mi-ypsilanti.civicplus.com,https://cityofypsilanti.com/,200,[<Response [302]>],2020-07-02T23:22:03.045512,
mi-zeeland.civicplus.com,https://www.cityofzeeland.com/,200,[<Response [302]>],2020-07-02T23:22:04.001434,
migrationtool.civicplus.com,http://migrationtool.civicplus.com/,200,[],2020-07-02T23:22:05.964015,
miramar.civicplus.com,,,,,"HTTPConnectionPool(host='miramar.civicplus.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f396b35b750>: Failed to establish a new connection: [Errno -2] Name or service not known'))"
mn-andover.civicplus.com,https://www.andovermn.gov/,200,[<Response [302]>],2020-07-02T23:22:07.024669,
mn-anokacounty.civicplus.com,https://www.anokacounty.us/,200,[<Response [302]>],2020-07-02T23:22:08.054311,
mn-anokacounty2.civicplus.com,https://www.anokacounty.us/,200,[<Response [302]>],2020-07-02T23:22:09.086806,
mn-applevalley.civicplus.com,http://mn-applevalley.civicplus.com/,200,[],2020-07-02T23:22:09.679790,
mn-applevalley2.civicplus.com,http://mn-applevalley2.civicplus.com/,200,[],2020-07-02T23:22:10.283719,
mn-ardenhills.civicplus.com,https://www.cityofardenhills.org/,200,[<Response [302]>],2020-07-02T23:22:11.108933,
mn-askovcore.civicplus.com,https://cityofaskov.com/,200,[<Response [302]>],2020-07-02T23:22:11.734266,
mn-becker.civicplus.com,http://mn-becker.civicplus.com/,200,[],2020-07-02T23:22:12.217182,
mn-bentoncounty.civicplus.com,https://www.co.benton.mn.us/,200,[<Response [302]>],2020-07-02T23:22:12.953051,
mn-biglake.civicplus.com,http://mn-biglake.civicplus.com/,200,[],2020-07-02T23:22:13.506835,
mn-blaine.civicplus.com,https://www.blainemn.gov/,200,[<Response [302]>],2020-07-02T23:22:15.035313,
mn-blueearthcounty.civicplus.com,https://www.blueearthcountymn.gov/,200,[<Response [302]>],2020-07-02T23:22:15.874724,
mn-blueearthcounty2.civicplus.com,https://www.blueearthcountymn.gov/,200,[<Response [302]>],2020-07-02T23:22:16.647153,
mn-blueearthcountylibrary.civicplus.com,http://mn-blueearthcountylibrary.civicplus.com/,200,[],2020-07-02T23:22:17.128516,
mn-blueearthcountylibrary2.civicplus.com,http://mn-blueearthcountylibrary2.civicplus.com/,200,[],2020-07-02T23:22:17.614900,
mn-brooklyncenter.civicplus.com,http://mn-brooklyncenter.civicplus.com/,200,[],2020-07-02T23:22:18.440389,
mn-burnsville.civicplus.com,http://mn-burnsville.civicplus.com/,200,[],2020-07-02T23:22:19.031431,
mn-burnsville2.civicplus.com,http://mn-burnsville2.civicplus.com/,200,[],2020-07-02T23:22:19.636005,
mn-burnsville3.civicplus.com,http://mn-burnsville3.civicplus.com/,200,[],2020-07-02T23:22:20.210572,
mn-carltoncounty.civicplus.com,http://mn-carltoncounty.civicplus.com/,200,[],2020-07-02T23:22:20.638967,
mn-chanhassen2.civicplus.com,http://mn-chanhassen2.civicplus.com/,200,[],2020-07-02T23:22:21.185513,
mn-chanhassen3.civicplus.com,http://mn-chanhassen3.civicplus.com/,200,[],2020-07-02T23:22:21.723941,
mn-chaska.civicplus.com,http://mn-chaska.civicplus.com/,200,[],2020-07-02T23:22:22.127935,
mn-chisagocounty.civicplus.com,https://www.chisagocounty.us/,200,[<Response [302]>],2020-07-02T23:22:23.001571,
mn-claycounty-old.civicplus.com,http://mn-claycounty-old.civicplus.com/,200,[],2020-07-02T23:22:23.151449,
mn-claycounty.civicplus.com,https://claycountymn.gov/,200,[<Response [302]>],2020-07-02T23:22:24.037223,
mn-coonrapids-old.civicplus.com,http://mn-coonrapids-old.civicplus.com/,200,[],2020-07-02T23:22:24.189130,
mn-coonrapids.civicplus.com,http://mn-coonrapids.civicplus.com/,200,[],2020-07-02T23:22:24.329029,
mn-coonrapids2.civicplus.com,https://www.coonrapidsmn.gov/,200,[<Response [302]>],2020-07-02T23:22:25.833705,
mn-crowwingcounty.civicplus.com,https://www.crowwing.us/,200,[<Response [302]>],2020-07-02T23:22:26.781123,
mn-crowwingcounty2.civicplus.com,https://www.crowwing.us/,200,[<Response [302]>],2020-07-02T23:22:27.502986,
mn-eastbethel.civicplus.com,http://mn-eastbethel.civicplus.com/,200,[],2020-07-02T23:22:28.058627,
mn-eastgrandforks.civicplus.com,http://mn-eastgrandforks.civicplus.com/,200,[],2020-07-02T23:22:28.556451,
mn-elkriver-old.civicplus.com,http://mn-elkriver-old.civicplus.com/,200,[],2020-07-02T23:22:28.696391,
mn-elkriver.civicplus.com,https://www.elkrivermn.gov/,200,[<Response [302]>],2020-07-02T23:22:29.551880,
mn-elkriver2.civicplus.com,https://www.elkrivermn.gov/,200,[<Response [302]>],2020-07-02T23:22:30.301425,
mn-excelsior.civicplus.com,http://mn-excelsior.civicplus.com/,200,[],2020-07-02T23:22:30.794500,
mn-faribault.civicplus.com,https://www.ci.faribault.mn.us/,200,[<Response [302]>],2020-07-02T23:22:31.984442,
mn-forestlake.civicplus.com,http://mn-forestlake.civicplus.com/,200,[],2020-07-02T23:22:32.616025,
mn-freeborncounty.civicplus.com,http://mn-freeborncounty.civicplus.com/,200,[],2020-07-02T23:22:33.177987,
mn-fridley.civicplus.com,https://www.fridleymn.gov/,200,[<Response [302]>],2020-07-02T23:22:34.334305,
mn-goodhuecounty.civicplus.com,https://co.goodhue.mn.us,200,"[<Response [302]>, <Response [301]>]",2020-07-02T23:22:35.500228,
mn-goodhuecounty2.civicplus.com,https://co.goodhue.mn.us,200,"[<Response [302]>, <Response [301]>]",2020-07-02T23:22:36.481524,
mn-grantcounty.civicplus.com,http://mn-grantcounty.civicplus.com/,200,[],2020-07-02T23:22:37.003564,
mn-hopkins.civicplus.com,http://mn-hopkins.civicplus.com/,200,[],2020-07-02T23:22:37.693575,
mn-invergroveheights.civicplus.com,http://mn-invergroveheights.civicplus.com/,200,[],2020-07-02T23:22:38.250541,
mn-invergroveheights2.civicplus.com,http://mn-invergroveheights2.civicplus.com/,200,[],2020-07-02T23:22:38.679339,
mn-invergroveheights3.civicplus.com,http://mn-invergroveheights3.civicplus.com/,200,[],2020-07-02T23:22:39.106244,
mn-isanticounty.civicplus.com,https://www.co.isanti.mn.us/,200,[<Response [302]>],2020-07-02T23:22:39.980706,
mn-itascacounty.civicplus.com,http://mn-itascacounty.civicplus.com/,200,[],2020-07-02T23:22:40.421305,
mn-kittsoncounty.civicplus.com,http://mn-kittsoncounty.civicplus.com/,200,[],2020-07-02T23:22:40.800318,
mn-koochichingcounty.civicplus.com,http://mn-koochichingcounty.civicplus.com/,200,[],2020-07-02T23:22:41.510669,
mn-lakeville.civicplus.com,https://www.lakevillemn.gov/,200,[<Response [302]>],2020-07-02T23:22:42.360194,
mn-lesueur.civicplus.com,http://mn-lesueur.civicplus.com/,200,[],2020-07-02T23:22:43.371795,
mn-litchfield.civicplus.com,http://mn-litchfield.civicplus.com/,200,[],2020-07-02T23:22:43.824060,
mn-littlecanada.civicplus.com,http://mn-littlecanada.civicplus.com/,200,[],2020-07-02T23:22:44.331843,
mn-mahtomedi.civicplus.com,http://mn-mahtomedi.civicplus.com/,200,[],2020-07-02T23:22:44.948126,
mn-maplewood.civicplus.com,https://maplewoodmn.gov/,200,[<Response [302]>],2020-07-02T23:22:45.847749,
mn-maplewood2.civicplus.com,https://maplewoodmn.gov/,200,[<Response [302]>],2020-07-02T23:22:46.718988,
mn-meekercounty.civicplus.com,https://www.co.meeker.mn.us/,200,[<Response [302]>],2020-07-02T23:22:47.439355,
mn-mnprairiecoa.civicplus.com,http://mn-mnprairiecoa.civicplus.com/,200,[],2020-07-02T23:22:49.024469,
mn-mooselake.civicplus.com,https://www.cityofmooselake.net/,200,[<Response [302]>],2020-07-02T23:22:50.000575,
mn-nicolletcounty.civicplus.com,https://www.co.nicollet.mn.us/,200,[<Response [302]>],2020-07-02T23:22:50.819872,
mn-nicolletcounty2.civicplus.com,https://www.co.nicollet.mn.us/,200,[<Response [302]>],2020-07-02T23:22:51.552514,
mn-northfield-old.civicplus.com,http://mn-northfield-old.civicplus.com/,200,[],2020-07-02T23:22:51.692038,
mn-northfield.civicplus.com,https://www.ci.northfield.mn.us/,200,[<Response [302]>],2020-07-02T23:22:52.585474,
mn-northfield2.civicplus.com,https://www.ci.northfield.mn.us/,200,[<Response [302]>],2020-07-02T23:22:53.350728,
mn-northstpaul.civicplus.com,https://www.northstpaul.org/,200,[<Response [302]>],2020-07-02T23:22:54.332856,
mn-oakdale.civicplus.com,https://www.ci.oakdale.mn.us/,200,[<Response [302]>],2020-07-02T23:22:55.059277,
mn-orono2.civicplus.com,http://mn-orono2.civicplus.com/,200,[],2020-07-02T23:22:55.537198,
mn-ottertailcounty.civicplus.com,http://mn-ottertailcounty.civicplus.com/,200,[],2020-07-02T23:22:55.682161,
mn-owatonna.civicplus.com,http://mn-owatonna.civicplus.com/,200,[],2020-07-02T23:22:56.204531,
mn-pipestone.civicplus.com,http://mn-pipestone.civicplus.com/,200,[],2020-07-02T23:22:56.624119,
mn-polkcounty.civicplus.com,http://mn-polkcounty.civicplus.com/,200,[],2020-07-02T23:22:57.100469,
mn-redwing.civicplus.com,http://mn-redwing.civicplus.com/,200,[],2020-07-02T23:22:57.738569,
mn-ricecounty.civicplus.com,http://mn-ricecounty.civicplus.com/,200,[],2020-07-02T23:22:58.245173,
mn-rosemount2.civicplus.com,https://www.ci.rosemount.mn.us/,200,[<Response [302]>],2020-07-02T23:22:59.028690,
mn-roseville.civicplus.com,http://mn-roseville.civicplus.com/,200,[],2020-07-02T23:22:59.678486,
mn-roseville2.civicplus.com,http://mn-roseville2.civicplus.com/,200,[],2020-07-02T23:23:00.332977,
mn-scottcounty.civicplus.com,https://www.scottcountymn.gov/,200,[<Response [302]>],2020-07-02T23:23:01.303757,
mn-sherburnecounty.civicplus.com,https://www.co.sherburne.mn.us/,200,[<Response [302]>],2020-07-02T23:23:02.009649,
mn-southstpaul.civicplus.com,http://mn-southstpaul.civicplus.com/,200,[],2020-07-02T23:23:02.592708,
mn-southstpaul2.civicplus.com,http://mn-southstpaul2.civicplus.com/,200,[],2020-07-02T23:23:03.185051,
mn-stanthonyvillage.civicplus.com,http://mn-stanthonyvillage.civicplus.com/,200,[],2020-07-02T23:23:03.700578,
mn-stcloud.civicplus.com,https://www.ci.stcloud.mn.us/,200,[<Response [302]>],2020-07-02T23:23:04.689409,
mn-stcloud2.civicplus.com,https://www.ci.stcloud.mn.us/,200,[<Response [302]>],2020-07-02T23:23:05.457629,
mn-stcloudairport.civicplus.com,http://mn-stcloudairport.civicplus.com/,200,[],2020-07-02T23:23:05.971496,
mn-stcloudairport2.civicplus.com,http://mn-stcloudairport2.civicplus.com/,200,[],2020-07-02T23:23:06.478189,
mn-stcloudcmesb.civicplus.com,http://mn-stcloudcmesb.civicplus.com/,200,[],2020-07-02T23:23:07.194441,
mn-stcloudrecc.civicplus.com,http://mn-stcloudrecc.civicplus.com/,200,[],2020-07-02T23:23:07.726566,
mn-stcloudrecc2.civicplus.com,http://mn-stcloudrecc2.civicplus.com/,200,[],2020-07-02T23:23:08.215789,
mn-stearnscountyems.civicplus.com,,,,,"HTTPConnectionPool(host='mn-stearnscountyems.civicplus.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f396ba02f10>: Failed to establish a new connection: [Errno -2] Name or service not known'))"
mn-stjames.civicplus.com,https://www.ci.stjames.mn.us/,200,[<Response [302]>],2020-07-02T23:23:09.474735,
mn-stjoseph.civicplus.com,http://mn-stjoseph.civicplus.com/,200,[],2020-07-02T23:23:09.994757,
mn-stjoseph2.civicplus.com,http://mn-stjoseph2.civicplus.com/,200,[],2020-07-02T23:23:10.540200,
mn-stpaul.civicplus.com,,,,,"HTTPConnectionPool(host='mn-stpaul.civicplus.com', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x7f396b370190>: Failed to establish a new connection: [Errno -2] Name or service not known'))"
mn-vadnaisheights.civicplus.com,http://mn-vadnaisheights.civicplus.com/,200,[],2020-07-02T23:23:11.112180,
mn-victoria.civicplus.com,https://www.ci.victoria.mn.us/,200,[<Response [302]>],2020-07-02T23:23:11.851949,
mn-waconia.civicplus.com,http://mn-waconia.civicplus.com/,200,[],2020-07-02T23:23:12.388187,
mn-wadenacounty.civicplus.com,http://mn-wadenacounty.civicplus.com/,200,[],2020-07-02T23:23:12.884877,
mn-waitepark.civicplus.com,http://mn-waitepark.civicplus.com/,200,[],2020-07-02T23:23:13.303739,
mn-wasecacounty.civicplus.com,https://www.co.waseca.mn.us/,200,[<Response [302]>],2020-07-02T23:23:13.972328,
mn-wasecacounty2.civicplus.com,https://www.co.waseca.mn.us/,200,[<Response [302]>],2020-07-02T23:23:14.577455,
mn-washingtoncounty.civicplus.com,https://www.co.washington.mn.us/,200,[<Response [302]>],2020-07-02T23:23:15.308790,
mn-washingtoncounty2.civicplus.com,https://www.co.washington.mn.us/,200,[<Response [302]>],2020-07-02T23:23:16.090166,
mn-washingtoncountyagricultural.civicplus.com,http://mn-washingtoncountyagricultural.civicplus.com/,200,[],2020-07-02T23:23:16.234329,
mn-watonwancounty.civicplus.com,http://mn-watonwancounty.civicplus.com/,200,[],2020-07-02T23:23:16.952733,
mn-wayzata.civicplus.com,https://www.wayzata.org/,200,[<Response [302]>],2020-07-02T23:23:17.722713,
mn-weststpaul.civicplus.com,https://www.wspmn.gov/,200,[<Response [302]>],2020-07-02T23:23:18.554890,
mn-whitebeartownship.civicplus.com,http://mn-whitebeartownship.civicplus.com/,200,[],2020-07-02T23:23:19.041718,
mn-wrightcounty.civicplus.com,http://mn-wrightcounty.civicplus.com/,200,[],2020-07-02T23:23:19.564285,
mo-belton.civicplus.com,http://mo-belton.civicplus.com/,200,[],2020-07-02T23:23:19.938393,
mo-beltonparks.civicplus.com,http://mo-beltonparks.civicplus.com/,200,[],2020-07-02T23:23:20.415032,
mo-berkeley.civicplus.com,http://mo-berkeley.civicplus.com/,200,[],2020-07-02T23:23:20.566373,
mo-blackjack.civicplus.com,https://www.cityofblackjack.com/,200,[<Response [302]>],2020-07-02T23:23:21.625514,
mo-bluesprings.civicplus.com,http://mo-bluesprings.civicplus.com/,200,[],2020-07-02T23:23:22.530969,
mo-bluesprings2.civicplus.com,http://mo-bluesprings2.civicplus.com/,200,[],2020-07-02T23:23:23.439842,
mo-branson.civicplus.com,http://mo-branson.civicplus.com/,200,[],2020-07-02T23:23:24.161755,
mo-brentwood.civicplus.com,http://mo-brentwood.civicplus.com/,200,[],2020-07-02T23:23:24.839595,
mo-brentwood2.civicplus.com,http://mo-brentwood2.civicplus.com/,200,[],2020-07-02T23:23:25.430816,
mo-brentwood4.civicplus.com,http://mo-brentwood4.civicplus.com/,200,[],2020-07-02T23:23:26.052988,
mo-buchanancounty.civicplus.com,https://www.co.buchanan.mo.us/,200,[<Response [302]>],2020-07-02T23:23:26.780817,
mo-butlercounty.civicplus.com,http://mo-butlercounty.civicplus.com/,200,[],2020-07-02T23:23:27.294880,
mo-byrnesmill.civicplus.com,https://www.byrnesmill.org/,200,[<Response [302]>],2020-07-02T23:23:28.004967,
mo-cameron.civicplus.com,http://mo-cameron.civicplus.com/,200,[],2020-07-02T23:23:28.688173,
mo-casscounty.civicplus.com,https://www.casscounty.com/,200,[<Response [302]>],2020-07-02T23:23:29.454797,
mo-claycountyphc.civicplus.com,https://www.clayhealth.com/,200,[<Response [302]>],2020-07-02T23:23:30.188138,
mo-colecounty.civicplus.com,https://colecounty.org/,200,[<Response [302]>],2020-07-02T23:23:31.016784,
mo-crevecoeur.civicplus.com,http://mo-crevecoeur.civicplus.com/,200,[],2020-07-02T23:23:31.152346,
mo-crevecoeur2.civicplus.com,http://mo-crevecoeur2.civicplus.com/,200,[],2020-07-02T23:23:31.882386,
mo-dellwood2.civicplus.com,https://www.cityofdellwoodmo.com/,200,[<Response [302]>],2020-07-02T23:23:32.544373,
mo-desperes2.civicplus.com,http://mo-desperes2.civicplus.com/,200,[],2020-07-02T23:23:33.131556,
mo-desperes3.civicplus.com,http://mo-desperes3.civicplus.com/,200,[],2020-07-02T23:23:33.713279,
mo-desperes4.civicplus.com,http://mo-desperes4.civicplus.com/,200,[],2020-07-02T23:23:34.290351,
mo-dunklincountycore.civicplus.com,http://mo-dunklincountycore.civicplus.com/,200,[],2020-07-02T23:23:34.697075,
mo-ellisville.civicplus.com,https://www.ellisville.mo.us/,200,[<Response [302]>],2020-07-02T23:23:35.514873,
mo-ferguson2.civicplus.com,https://mo-ferguson2.civicplus.com/,200,[<Response [301]>],2020-07-02T23:23:36.377684,
mo-festus.civicplus.com,http://mo-festus.civicplus.com/,200,[],2020-07-02T23:23:36.916403,
mo-harrisonville.civicplus.com,http://mo-harrisonville.civicplus.com/,200,[],2020-07-02T23:23:37.520457,
mo-harrisonville2.civicplus.com,http://mo-harrisonville2.civicplus.com/,200,[],2020-07-02T23:23:38.120187,
mo-jacksoncounty.civicplus.com,https://www.jacksongov.org/,200,[<Response [302]>],2020-07-02T23:23:39.132014,
mo-jacksoncountycombat.civicplus.com,https://www.jacksoncountycombat.com/,200,[<Response [302]>],2020-07-02T23:23:40.083363,
mo-jacksoncountyparks.civicplus.com,https://www.makeyourdayhere.com/,200,[<Response [302]>],2020-07-02T23:23:40.976019,
mo-jacksoncountyprosecutor.civicplus.com,https://www.jacksoncountyprosecutor.com/,200,[<Response [302]>],2020-07-02T23:23:42.023722,
mo-jacksoncountysheriff.civicplus.com,https://www.jacksoncountysheriff.org/,200,[<Response [302]>],2020-07-02T23:23:42.841951,
mo-jeffersoncountysheriff.civicplus.com,http://mo-jeffersoncountysheriff.civicplus.com/,200,[],2020-07-02T23:23:43.343614,
mo-joplin.civicplus.com,http://mo-joplin.civicplus.com/,200,[],2020-07-02T23:23:44.485899,
mo-joplin2.civicplus.com,http://mo-joplin2.civicplus.com/,200,[],2020-07-02T23:23:45.530981,
mo-joplincdbgdr.civicplus.com,http://mo-joplincdbgdr.civicplus.com/,200,[],2020-07-02T23:23:45.950650,
mo-joplincvb.civicplus.com,http://mo-joplincvb.civicplus.com/,200,[],2020-07-02T23:23:46.095927,
mo-knobnoster.civicplus.com,http://mo-knobnoster.civicplus.com/,200,[],2020-07-02T23:23:46.225726,
mo-lebanon.civicplus.com,https://www.lebanonmissouri.org/,200,[<Response [302]>],2020-07-02T23:23:47.138571,
mo-lebanon2.civicplus.com,https://www.lebanonmissouri.org/,200,[<Response [302]>],2020-07-02T23:23:47.936238,
mo-liberty.civicplus.com,https://www.libertymissouri.gov/,200,[<Response [302]>],2020-07-02T23:23:48.697747,
mo-liberty2.civicplus.com,https://www.libertymissouri.gov/,200,[<Response [302]>],2020-07-02T23:23:49.385820,
mo-liberty3.civicplus.com,https://www.libertymissouri.gov/,200,[<Response [302]>],2020-07-02T23:23:50.169944,
mo-libertytourism.civicplus.com,https://www.visitlibertymo.com/,200,[<Response [302]>],2020-07-02T23:23:50.837481,
mo-manchester.civicplus.com,http://mo-manchester.civicplus.com/,200,[],2020-07-02T23:23:51.347301,
mo-maplewood.civicplus.com,http://mo-maplewood.civicplus.com/,200,[],2020-07-02T23:23:51.748381,
mo-maplewood2.civicplus.com,http://mo-maplewood2.civicplus.com/,200,[],2020-07-02T23:23:52.196134,
mo-mccma.civicplus.com,http://mo-mccma.civicplus.com/,200,[],2020-07-02T23:23:52.629690,
mo-mexico.civicplus.com,http://mo-mexico.civicplus.com/,200,[],2020-07-02T23:23:53.099918,
mo-mexico2.civicplus.com,http://mo-mexico2.civicplus.com/,200,[],2020-07-02T23:23:53.530595,
mo-mexicochamber.civicplus.com,http://mo-mexicochamber.civicplus.com/,200,[],2020-07-02T23:23:53.670473,
mo-moberly.civicplus.com,https://www.moberlymo.org/,200,[<Response [302]>],2020-07-02T23:23:54.584268,
mo-newmadrid.civicplus.com,http://mo-newmadrid.civicplus.com/,200,[],2020-07-02T23:23:55.188254,
mo-newmadrid2.civicplus.com,http://mo-newmadrid2.civicplus.com/,200,[],2020-07-02T23:23:55.784790,
mo-oakgrove.civicplus.com,http://mo-oakgrove.civicplus.com/,200,[],2020-07-02T23:23:56.286101,
mo-oakgrove3.civicplus.com,http://mo-oakgrove3.civicplus.com/,200,[],2020-07-02T23:23:56.766984,
mo-oakgrove4.civicplus.com,http://mo-oakgrove4.civicplus.com/,200,[],2020-07-02T23:23:57.273213,
mo-odessa2.civicplus.com,http://mo-odessa2.civicplus.com/,200,[],2020-07-02T23:23:57.676247,
mo-odessa3.civicplus.com,http://mo-odessa3.civicplus.com/,200,[],2020-07-02T23:23:58.069830,
mo-olivette.civicplus.com,https://www.olivettemo.com/,200,[<Response [302]>],2020-07-02T23:23:59.049251,
mo-osagebeach2.civicplus.com,https://osagebeach-mo.gov/,200,[<Response [302]>],2020-07-02T23:24:00.074408,
mo-overland2.civicplus.com,http://mo-overland2.civicplus.com/,200,[],2020-07-02T23:24:00.629749,
mo-ozark2.civicplus.com,https://ozarkmissouri.com/,200,[<Response [302]>],2020-07-02T23:24:01.484336,
mo-pacific.civicplus.com,http://mo-pacific.civicplus.com/,200,[],2020-07-02T23:24:01.926634,
mo-perrycounty.civicplus.com,http://mo-perrycounty.civicplus.com/,200,[],2020-07-02T23:24:02.356029,
mo-perrycounty2.civicplus.com,http://mo-perrycounty2.civicplus.com/,200,[],2020-07-02T23:24:02.797710,
mo-perrycountyeda.civicplus.com,http://mo-perrycountyeda.civicplus.com/,200,[],2020-07-02T23:24:03.265604,
mo-perryville.civicplus.com,https://www.cityofperryville.com/,200,[<Response [302]>],2020-07-02T23:24:03.898099,
